City,Product,Quantity_Sold,Unit_Price,Total_Sales,Sale_Date
Kochi,Smartphone,65.0,26738,1737970,2025-10-05
Mysuru,Printer,331.0,1428,472668,2025-11-10
Lucknow,Smartphone,31.0,49934,1547954,2025-12-01
Mysuru,Smartphone,267.0,32579,8698593,2025-07-09
Ahmedabad,Headphones,105.0,94550,9927750,2025-09-15
Kolkata,Laptop,273.0,22134,6042582,2025-08-13
Jaipur,T-Shirt,45.0,87683,3945735,2025-08-06
Patna,Headphones,461.0,46386,21383946,2025-08-15
Kolkata,Watch,383.0,48103,18423449,2025-09-21
Hyderabad,Mouse,70.0,50164,3511480,2025-03-28
Lucknow,Laptop,167.0,19170,3201390,2025-10-03
Jaipur,Printer,398.0,88289,35139022,2025-12-15
Pune,Monitor,337.0,73087,24630319,2025-04-24
Mumbai,Keyboard,28.0,72507,2030196,2025-03-23
Ahmedabad,Smartphone,331.0,61942,20502802,2025-03-03
Ahmedabad,Speaker,111.0,26494,2940834,2025-08-26
Bhopal,T-Shirt,112.0,74488,8342656,2025-11-19
Delhi,Printer,475.0,4336,2059600,2025-06-06
Delhi,Headphones,296.0,74801,22141096,2025-10-07
Bhopal,Keyboard,452.0,22938,10367976,2025-02-24
Pune,Jeans,168.0,86646,14556528,2025-10-03
Surat,Watch,121.0,73000,8833000,2025-09-05
Chennai,Monitor,86.0,43111,3707546,2025-11-12
Bhopal,Shoes,405.0,76207,30863835,2025-09-07
Kolkata,Tablet,482.0,40878,19703196,2025-05-14
Mumbai,Mouse,372.0,84989,31615908,2025-08-24
Bhopal,Monitor,253.0,29187,7384311,2025-03-26
Pune,Watch,127.0,3063,389001,2025-10-11
Hyderabad,Printer,130.0,76208,9907040,2025-08-20
Bhopal,T-Shirt,60.0,24153,1449180,2025-08-20
Kochi,Printer,441.0,76818,33876738,2025-08-01
Delhi,Camera,90.0,58190,5237100,2025-02-06
Bengaluru,Backpack,127.0,87888,11161776,2025-10-15
Patna,Tablet,467.0,65734,30697778,2025-12-04
Chennai,Mouse,363.0,43344,15733872,2025-03-19
Jaipur,Monitor,266.0,32354,8606164,2025-03-05
Bengaluru,Jeans,346.0,99164,34310744,2025-02-05
Patna,Backpack,204.0,96078,19599912,2025-12-28
Bengaluru,Tablet,97.0,23210,2251370,2025-01-02
Hyderabad,Jeans,284.0,64587,18342708,2025-10-26
Surat,Monitor,239.0,68477,16366003,2025-09-17
Kochi,Camera,225.0,46285,10414125,2025-11-07
Bhopal,T-Shirt,370.0,92899,34372630,2025-06-22
Jaipur,Backpack,95.0,31537,2996015,2025-11-18
Pune,Monitor,32.0,98883,3164256,2025-01-07
Bengaluru,Watch,155.0,31470,4877850,2025-07-21
Mumbai,Printer,294.0,75715,22260210,2025-06-04
Ahmedabad,Smartphone,178.0,21865,3891970,2025-04-28
Bhopal,Camera,461.0,12764,5884204,2025-01-25
Delhi,Speaker,296.0,22451,6645496,2025-12-19
Bhopal,Backpack,340.0,3649,1240660,2025-02-10
Chennai,Mouse,142.0,86188,12238696,2025-12-17
Chennai,Laptop,314.0,26233,8237162,2025-01-19
Pune,Mouse,43.0,28079,1207397,2025-11-19
Ahmedabad,Smartphone,312.0,15595,4865640,2025-03-13
Bengaluru,Speaker,78.0,96412,7520136,2025-03-04
Chennai,Headphones,61.0,90518,5521598,2025-12-15
Pune,Mouse,386.0,87031,33593966,2025-03-02
Mumbai,Camera,395.0,98282,38821390,2025-11-03
Mumbai,Smartphone,196.0,53282,10443272,2025-02-05
Mysuru,Headphones,22.0,16354,359788,2025-10-24
Bengaluru,Mouse,70.0,95264,6668480,2025-06-22
Bhopal,Monitor,271.0,57861,15680331,2025-04-07
Mysuru,Camera,383.0,96140,36821620,2025-04-02
Hyderabad,Camera,99.0,57050,5647950,2025-07-11
Chennai,Tablet,7.0,87051,609357,2025-03-15
Surat,Monitor,341.0,40013,13644433,2025-09-04
Delhi,Jeans,402.0,37468,15062136,2025-03-04
Mumbai,Watch,12.0,73688,884256,2025-11-13
Surat,Tablet,72.0,44691,3217752,2025-01-19
Surat,Backpack,69.0,20177,1392213,2025-10-10
Pune,Headphones,9.0,78016,702144,2025-04-23
Kochi,Backpack,496.0,46371,23000016,2025-12-13
Kochi,Jeans,34.0,97770,3324180,2025-12-21
Bengaluru,Jeans,477.0,28630,13656510,2025-12-22
Lucknow,Camera,177.0,17303,3062631,2025-12-19
Ahmedabad,Printer,9.0,13236,119124,2025-04-15
Mumbai,Headphones,142.0,25502,3621284,2025-07-12
Jaipur,Backpack,277.0,48562,13451674,2025-07-10
Patna,Monitor,67.0,28288,1895296,2025-01-09
Mumbai,Monitor,381.0,20969,7989189,2025-01-05
Ahmedabad,Monitor,28.0,55872,1564416,2025-02-12
Lucknow,Headphones,246.0,30752,7564992,2025-09-16
Hyderabad,Laptop,86.0,79020,6795720,2025-10-02
Ahmedabad,T-Shirt,370.0,11690,4325300,2025-07-14
Kochi,Camera,12.0,54546,654552,2025-04-05
Delhi,Printer,145.0,70105,10165225,2025-11-04
Kolkata,Backpack,134.0,21287,2852458,2025-11-21
Surat,Laptop,114.0,92407,10534398,2025-12-28
Hyderabad,Laptop,128.0,8187,1047936,2025-02-01
Lucknow,Backpack,465.0,53654,24949110,2025-08-19
Mysuru,Jeans,328.0,59675,19573400,2025-06-14
Mysuru,Jeans,158.0,82145,12978910,2025-02-12
Ahmedabad,Camera,347.0,46117,16002599,2025-06-10
Pune,Printer,89.0,32756,2915284,2025-05-16
Kochi,Smartphone,71.0,33412,2372252,2025-08-14
Bengaluru,Smartphone,23.0,73237,1684451,2025-01-25
Mumbai,Jeans,402.0,67894,27293388,2025-02-02
Chennai,Laptop,413.0,97058,40084954,2025-07-18
Chennai,Smartphone,231.0,52750,12185250,2025-05-25
Mumbai,Mouse,83.0,56049,4652067,2025-09-02
Jaipur,Laptop,265.0,13270,3516550,2025-12-22
Kolkata,Mouse,55.0,19915,1095325,2025-10-01
Kochi,T-Shirt,56.0,45420,2543520,2025-12-02
Ahmedabad,Smartphone,101.0,67132,6780332,2025-01-14
Ahmedabad,Smartphone,127.0,7562,960374,2025-08-23
Chennai,Backpack,41.0,6765,277365,2025-05-12
Jaipur,Watch,252.0,39852,10042704,2025-04-26
Pune,Headphones,59.0,92783,5474197,2025-04-01
Bengaluru,Camera,223.0,24319,5423137,2025-06-18
Kochi,Tablet,347.0,47074,16334678,2025-08-14
Bhopal,Keyboard,306.0,33760,10330560,2025-08-01
Chennai,Smartphone,288.0,1216,350208,2025-06-07
Surat,Jeans,447.0,26762,11962614,2025-10-13
Delhi,Printer,415.0,58103,24112745,2025-05-27
Pune,Monitor,202.0,57753,11666106,2025-03-03
Kolkata,Camera,33.0,69262,2285646,2025-04-27
Delhi,T-Shirt,438.0,62759,27488442,2025-01-02
Bengaluru,Watch,207.0,54869,11357883,2025-07-04
Hyderabad,Backpack,321.0,77742,24955182,2025-01-25
Mumbai,Jeans,60.0,7129,427740,2025-08-19
Ahmedabad,Speaker,240.0,16795,4030800,2025-05-02
Bengaluru,T-Shirt,336.0,34931,11736816,2025-10-08
Jaipur,Jeans,483.0,72856,35189448,2025-02-27
Bhopal,Camera,388.0,92241,35789508,2025-12-21
Bhopal,Watch,294.0,896,263424,2025-06-08
Surat,T-Shirt,34.0,42006,1428204,2025-03-02
Hyderabad,Camera,312.0,66276,20678112,2025-01-26
Lucknow,Watch,332.0,78872,26185504,2025-08-13
Patna,Camera,271.0,65095,17640745,2025-11-08
Surat,Smartphone,102.0,61218,6244236,2025-10-15
Surat,Smartphone,417.0,54839,22867863,2025-07-20
Jaipur,T-Shirt,150.0,13876,2081400,2025-07-13
Mumbai,Headphones,111.0,64064,7111104,2025-05-02
Ahmedabad,Mouse,293.0,35387,10368391,2025-04-08
Kochi,Headphones,391.0,42747,16714077,2025-07-06
Chennai,T-Shirt,353.0,68052,24022356,2025-11-19
Lucknow,Watch,299.0,75009,22427691,2025-02-20
Ahmedabad,Jeans,8.0,9281,74248,2025-12-27
Mysuru,Watch,85.0,56964,4841940,2025-11-05
Bengaluru,Shoes,240.0,7182,1723680,2025-09-15
Kochi,Monitor,277.0,22982,6366014,2025-02-03
Pune,Laptop,431.0,21256,9161336,2025-11-22
Surat,Laptop,323.0,87065,28121995,2025-11-09
Mumbai,Printer,477.0,72032,34359264,2025-02-08
Kolkata,Speaker,360.0,98925,35613000,2025-10-19
Jaipur,Camera,259.0,77139,19979001,2025-08-05
Mysuru,Smartphone,43.0,58755,2526465,2025-01-24
Kochi,Tablet,258.0,82545,21296610,2025-10-10
Mysuru,Speaker,261.0,4502,1175022,2025-02-18
Mysuru,Keyboard,458.0,34583,15839014,2025-05-18
Delhi,Headphones,389.0,16260,6325140,2025-08-12
Jaipur,Tablet,378.0,31057,11739546,2025-10-15
Jaipur,Backpack,225.0,2011,452475,2025-09-06
Bengaluru,Jeans,14.0,34513,483182,2025-09-02
Pune,Mouse,164.0,62533,10255412,2025-11-03
Kochi,Printer,93.0,25261,2349273,2025-07-19
Mumbai,Watch,305.0,53352,16272360,2025-02-25
Surat,Speaker,44.0,21187,932228,2025-09-16
Surat,Printer,303.0,35943,10890729,2025-03-20
Surat,Keyboard,287.0,66650,19128550,2025-03-15
Bhopal,Jeans,201.0,76337,15343737,2025-11-28
Ahmedabad,Speaker,326.0,7056,2300256,2025-05-02
Lucknow,Backpack,118.0,94004,11092472,2025-02-09
Mysuru,Jeans,46.0,76649,3525854,2025-07-04
Kolkata,Keyboard,23.0,65296,1501808,2025-09-21
Chennai,Headphones,250.0,37739,9434750,2025-11-26
Bhopal,Tablet,286.0,29877,8544822,2025-06-24
Pune,Backpack,55.0,60824,3345320,2025-10-26
Kochi,Jeans,338.0,88321,29852498,2025-11-13
Delhi,Watch,328.0,6420,2105760,2025-10-14
Bhopal,Speaker,145.0,80430,11662350,2025-07-13
Jaipur,Shoes,369.0,35211,12992859,2025-10-14
Bengaluru,Watch,232.0,67569,15676008,2025-05-05
Mumbai,Mouse,6.0,20547,123282,2025-09-11
Mumbai,Keyboard,73.0,21446,1565558,2025-06-19
Patna,Shoes,423.0,83116,35158068,2025-07-09
Jaipur,Tablet,65.0,544,35360,2025-09-19
Patna,Jeans,114.0,35354,4030356,2025-09-13
Jaipur,T-Shirt,257.0,30378,7807146,2025-10-02
Mysuru,Keyboard,71.0,34386,2441406,2025-07-16
Delhi,Jeans,270.0,58849,15889230,2025-10-19
Mumbai,Keyboard,12.0,82189,986268,2025-02-03
Hyderabad,Smartphone,110.0,15304,1683440,2025-10-25
Bhopal,Shoes,184.0,87162,16037808,2025-10-21
Kochi,Headphones,421.0,27313,11498773,2025-12-14
Mumbai,Shoes,110.0,62773,6905030,2025-12-14
Mysuru,Laptop,175.0,24955,4367125,2025-04-02
Mysuru,Watch,165.0,73414,12113310,2025-09-04
Pune,Backpack,400.0,92293,36917200,2025-01-06
Kolkata,Monitor,490.0,36992,18126080,2025-05-16
Delhi,Watch,64.0,81277,5201728,2025-02-14
Kolkata,Speaker,17.0,25829,439093,2025-12-10
Hyderabad,Laptop,404.0,74846,30237784,2025-07-13
Kochi,Smartphone,241.0,99538,23988658,2025-12-16
Mysuru,Monitor,477.0,98479,46974483,2025-02-25
Jaipur,Headphones,359.0,34407,12352113,2025-10-18
Lucknow,Jeans,280.0,83139,23278920,2025-01-18
Jaipur,Monitor,374.0,873,326502,2025-07-15
Kochi,Tablet,75.0,13200,990000,2025-05-03
Ahmedabad,Watch,212.0,68260,14471120,2025-02-26
Chennai,Printer,168.0,82098,13792464,2025-03-13
Surat,Keyboard,485.0,35237,17089945,2025-09-14
Lucknow,Speaker,276.0,81424,22473024,2025-04-23
Lucknow,Keyboard,357.0,81573,29121561,2025-09-15
Hyderabad,Monitor,260.0,50459,13119340,2025-10-10
Bhopal,Monitor,444.0,12335,5476740,2025-06-11
Lucknow,Watch,161.0,86995,14006195,2025-01-04
Mumbai,Camera,70.0,95183,6662810,2025-10-22
Delhi,Laptop,433.0,90605,39231965,2025-08-12
Chennai,T-Shirt,476.0,50502,24038952,2025-12-02
Kolkata,Smartphone,37.0,62691,2319567,2025-02-14
Surat,T-Shirt,32.0,30262,968384,2025-10-18
Patna,Jeans,285.0,52258,14893530,2025-04-14
Kolkata,Shoes,211.0,93476,19723436,2025-11-05
Mumbai,Tablet,297.0,34566,10266102,2025-06-12
Lucknow,Laptop,195.0,64136,12506520,2025-01-02
Bengaluru,Camera,336.0,85870,28852320,2025-10-10
Patna,Headphones,153.0,70014,10712142,2025-10-09
Delhi,Laptop,151.0,49827,7523877,2025-07-22
Kochi,Watch,403.0,97566,39319098,2025-09-20
Pune,Keyboard,255.0,54299,13846245,2025-01-11
Patna,Keyboard,135.0,21711,2930985,2025-01-27
Patna,Monitor,160.0,41754,6680640,2025-07-28
Kolkata,Mouse,388.0,58577,22727876,2025-06-18
Mysuru,Laptop,293.0,59563,17451959,2025-05-25
Kolkata,Shoes,99.0,66877,6620823,2025-10-01
Pune,Headphones,125.0,48934,6116750,2025-05-26
Pune,Monitor,196.0,17645,3458420,2025-11-06
Patna,Keyboard,173.0,92328,15972744,2025-05-02
Mumbai,Keyboard,324.0,44278,14346072,2025-10-20
Kolkata,Shoes,474.0,7538,3573012,2025-01-23
Mysuru,Speaker,218.0,21506,4688308,2025-03-04
Delhi,Headphones,151.0,24229,3658579,2025-08-14
Mysuru,Mouse,356.0,86567,30817852,2025-08-10
Pune,Headphones,392.0,41919,16432248,2025-10-03
Pune,Laptop,54.0,10863,586602,2025-03-09
Bhopal,Smartphone,48.0,49325,2367600,2025-09-27
Hyderabad,Tablet,409.0,68273,27923657,2025-11-13
Bengaluru,Laptop,390.0,70866,27637740,2025-01-04
Ahmedabad,Camera,265.0,52415,13889975,2025-08-23
Ahmedabad,Tablet,66.0,26174,1727484,2025-02-06
Lucknow,Camera,452.0,47471,21456892,2025-08-26
Mysuru,Laptop,477.0,36308,17318916,2025-08-05
Bhopal,Keyboard,406.0,34987,14204722,2025-03-21
Patna,Keyboard,39.0,19803,772317,2025-12-04
Mysuru,Headphones,28.0,27224,762272,2025-09-09
Chennai,T-Shirt,389.0,63247,24603083,2025-06-08
Pune,Backpack,357.0,77667,27727119,2025-12-13
Kochi,Jeans,273.0,6803,1857219,2025-08-18
Kolkata,Printer,326.0,22625,7375750,2025-06-09
Jaipur,Headphones,159.0,17266,2745294,2025-02-22
Jaipur,T-Shirt,385.0,30982,11928070,2025-09-11
Mysuru,Watch,186.0,99121,18436506,2025-05-02
Bengaluru,Speaker,484.0,56760,27471840,2025-05-10
Surat,Backpack,147.0,85986,12639942,2025-08-11
Bhopal,Headphones,446.0,26296,11728016,2025-02-04
Delhi,Shoes,79.0,93944,7421576,2025-08-10
Patna,Tablet,315.0,97031,30564765,2025-12-16
Surat,Camera,376.0,11623,4370248,2025-08-15
Mysuru,Jeans,204.0,27537,5617548,2025-04-22
Hyderabad,Speaker,329.0,89434,29423786,2025-12-06
Ahmedabad,Headphones,16.0,25617,409872,2025-09-18
Pune,Speaker,87.0,10038,873306,2025-08-12
Bhopal,Laptop,336.0,71659,24077424,2025-01-26
Kochi,Smartphone,311.0,51228,15931908,2025-04-27
Bengaluru,Watch,169.0,94184,15917096,2025-11-07
Bengaluru,Keyboard,312.0,30586,9542832,2025-06-24
Jaipur,Tablet,425.0,19482,8279850,2025-05-20
Mysuru,Shoes,170.0,30583,5199110,2025-05-01
Bengaluru,Printer,472.0,92251,43542472,2025-11-24
Mumbai,Tablet,36.0,94236,3392496,2025-07-15
Ahmedabad,Tablet,147.0,67895,9980565,2025-02-27
Pune,Backpack,89.0,37049,3297361,2025-05-09
Mysuru,Speaker,490.0,47615,23331350,2025-05-09
Pune,Laptop,423.0,70195,29692485,2025-04-27
Jaipur,Monitor,186.0,90734,16876524,2025-02-16
Lucknow,Camera,112.0,59526,6666912,2025-12-26
Jaipur,Smartphone,8.0,84620,676960,2025-11-21
Patna,Monitor,410.0,95661,39221010,2025-11-11
Chennai,Speaker,306.0,16665,5099490,2025-03-18
Ahmedabad,Tablet,263.0,87147,22919661,2025-05-28
Jaipur,T-Shirt,198.0,82039,16243722,2025-10-19
Pune,Camera,271.0,67935,18410385,2025-03-25
Bhopal,Camera,32.0,40617,1299744,2025-06-16
Lucknow,T-Shirt,69.0,63328,4369632,2025-02-09
Kochi,Mouse,349.0,18526,6465574,2025-05-13
Chennai,Laptop,415.0,12236,5077940,2025-12-20
Jaipur,T-Shirt,494.0,50482,24938108,2025-12-09
Delhi,Watch,68.0,27203,1849804,2025-09-21
Chennai,Camera,231.0,21829,5042499,2025-09-08
Chennai,Camera,406.0,14027,5694962,2025-03-04
Surat,Speaker,282.0,66031,18620742,2025-01-13
Mysuru,Printer,81.0,74762,6055722,2025-04-06
Jaipur,Printer,264.0,6971,1840344,2025-12-19
Jaipur,Monitor,109.0,22491,2451519,2025-03-04
Bengaluru,Printer,60.0,2453,147180,2025-03-08
Delhi,Monitor,2.0,2633,5266,2025-02-23
Jaipur,Keyboard,237.0,57381,13599297,2025-07-04
Bengaluru,Monitor,16.0,67074,1073184,2025-11-20
Surat,Printer,286.0,89201,25511486,2025-08-23
Pune,Smartphone,6.0,72293,433758,2025-02-27
Hyderabad,Shoes,191.0,50794,9701654,2025-02-10
Bengaluru,Monitor,371.0,31332,11624172,2025-09-10
Mysuru,Backpack,333.0,32477,10814841,2025-11-03
Lucknow,Tablet,387.0,6708,2595996,2025-08-09
Pune,Jeans,385.0,72633,27963705,2025-11-05
Chennai,Backpack,159.0,54064,8596176,2025-10-11
Kochi,Speaker,405.0,13300,5386500,2025-01-01
Chennai,T-Shirt,396.0,2715,1075140,2025-08-27
Patna,Keyboard,469.0,24404,11445476,2025-01-12
Kochi,Printer,143.0,43678,6245954,2025-12-19
Pune,Mouse,428.0,10269,4395132,2025-06-01
Mysuru,T-Shirt,24.0,57635,1383240,2025-07-22
Pune,Keyboard,138.0,12562,1733556,2025-02-01
Mysuru,Speaker,202.0,49123,9922846,2025-05-28
Mumbai,T-Shirt,47.0,92785,4360895,2025-04-10
Bengaluru,Jeans,229.0,71495,16372355,2025-06-04
Pune,Camera,419.0,78026,32692894,2025-05-25
Lucknow,Mouse,22.0,69023,1518506,2025-10-01
Kolkata,Jeans,288.0,26012,7491456,2025-07-14
Jaipur,Shoes,151.0,73108,11039308,2025-03-13
Jaipur,T-Shirt,291.0,74503,21680373,2025-10-13
Delhi,Keyboard,311.0,60676,18870236,2025-01-17
Chennai,Tablet,222.0,73642,16348524,2025-09-17
Mysuru,Speaker,290.0,16007,4642030,2025-08-17
Surat,Speaker,329.0,64108,21091532,2025-10-03
Kolkata,Laptop,190.0,78010,14821900,2025-07-06
Kolkata,Mouse,433.0,10662,4616646,2025-10-15
Mysuru,Keyboard,12.0,91360,1096320,2025-10-08
Delhi,Laptop,483.0,11900,5747700,2025-03-14
Mysuru,T-Shirt,392.0,47490,18616080,2025-08-28
Surat,Tablet,296.0,73778,21838288,2025-03-13
Bengaluru,Watch,41.0,73021,2993861,2025-01-25
Mysuru,Camera,189.0,18745,3542805,2025-02-26
Ahmedabad,Backpack,172.0,67411,11594692,2025-06-04
Ahmedabad,Mouse,234.0,38614,9035676,2025-12-03
Surat,T-Shirt,71.0,64499,4579429,2025-05-13
Lucknow,Headphones,402.0,10281,4132962,2025-02-18
Surat,Jeans,428.0,85038,36396264,2025-09-05
Hyderabad,Smartphone,312.0,93924,29304288,2025-10-13
Delhi,Keyboard,137.0,23703,3247311,2025-03-05
Lucknow,Mouse,172.0,67638,11633736,2025-10-03
Ahmedabad,Laptop,416.0,93185,38764960,2025-05-24
Bhopal,Backpack,137.0,17787,2436819,2025-02-27
Jaipur,Backpack,349.0,38989,13607161,2025-06-16
Kochi,Printer,24.0,42306,1015344,2025-07-25
Jaipur,Headphones,2.0,76256,152512,2025-03-05
Kochi,Printer,188.0,65635,12339380,2025-01-23
Lucknow,Laptop,481.0,96748,46535788,2025-01-03
Surat,Keyboard,113.0,92791,10485383,2025-06-14
Hyderabad,Laptop,236.0,23002,5428472,2025-04-27
Delhi,Watch,434.0,62104,26953136,2025-03-17
Delhi,Monitor,287.0,80588,23128756,2025-06-24
Mysuru,Jeans,144.0,1162,167328,2025-01-03
Ahmedabad,Tablet,334.0,68226,22787484,2025-03-06
Bhopal,Watch,368.0,59826,22015968,2025-04-03
Delhi,Keyboard,38.0,51550,1958900,2025-09-26
Patna,Backpack,4.0,63607,254428,2025-02-02
Patna,Backpack,483.0,74222,35849226,2025-11-23
Patna,Laptop,47.0,15726,739122,2025-10-12
Bengaluru,Camera,92.0,61294,5639048,2025-02-27
Surat,Smartphone,162.0,24870,4028940,2025-07-03
Bhopal,Monitor,23.0,98000,2254000,2025-06-08
Kochi,Printer,407.0,58248,23706936,2025-01-27
Lucknow,Headphones,103.0,6247,643441,2025-01-15
Mumbai,Jeans,221.0,78310,17306510,2025-06-22
Bengaluru,Laptop,490.0,63921,31321290,2025-05-23
Kochi,Speaker,45.0,66583,2996235,2025-10-26
Hyderabad,Tablet,365.0,43390,15837350,2025-12-10
Chennai,Jeans,331.0,18961,6276091,2025-10-17
Ahmedabad,Keyboard,304.0,73288,22279552,2025-10-07
Kochi,Printer,212.0,45669,9681828,2025-03-20
Hyderabad,Watch,490.0,62394,30573060,2025-02-14
Kochi,T-Shirt,46.0,82342,3787732,2025-12-17
Mysuru,Headphones,243.0,27000,6561000,2025-05-26
Jaipur,Smartphone,110.0,95573,10513030,2025-02-02
Hyderabad,Backpack,24.0,20649,495576,2025-06-25
Jaipur,Speaker,313.0,53358,16701054,2025-04-22
Delhi,Smartphone,240.0,39398,9455520,2025-04-26
Patna,T-Shirt,185.0,57889,10709465,2025-05-17
Patna,Monitor,422.0,32213,13593886,2025-06-28
Mysuru,Headphones,216.0,69960,15111360,2025-01-13
Kochi,Watch,280.0,57571,16119880,2025-01-24
Pune,Mouse,100.0,77607,7760700,2025-09-08
Bhopal,Watch,457.0,39765,18172605,2025-09-17
Chennai,Tablet,156.0,23683,3694548,2025-06-26
Chennai,Keyboard,472.0,83156,39249632,2025-05-13
Mysuru,Headphones,277.0,6717,1860609,2025-06-11
Bengaluru,Mouse,418.0,58739,24552902,2025-05-23
Bengaluru,Keyboard,185.0,59349,10979565,2025-10-11
Kolkata,Smartphone,187.0,52544,9825728,2025-03-07
Lucknow,Headphones,374.0,1775,663850,2025-10-02
Jaipur,Monitor,171.0,43039,7359669,2025-02-02
Ahmedabad,Speaker,359.0,41063,14741617,2025-12-01
Surat,Camera,53.0,31114,1649042,2025-02-03
Mumbai,Mouse,399.0,67020,26740980,2025-07-04
Lucknow,Speaker,10.0,19154,191540,2025-06-26
Hyderabad,T-Shirt,483.0,58851,28425033,2025-11-13
Bengaluru,Speaker,360.0,23719,8538840,2025-03-21
Bengaluru,Keyboard,368.0,81893,30136624,2025-06-08
Kolkata,Printer,471.0,35633,16783143,2025-12-03
Surat,Headphones,1.0,11338,11338,2025-11-05
Delhi,Mouse,462.0,41623,19229826,2025-10-12
Kochi,Laptop,6.0,21197,127182,2025-07-25
Patna,T-Shirt,471.0,7155,3370005,2025-02-11
Mumbai,Backpack,110.0,94802,10428220,2025-03-12
Patna,Speaker,352.0,90466,31844032,2025-10-09
Ahmedabad,Speaker,456.0,81454,37143024,2025-06-02
Ahmedabad,Watch,23.0,65028,1495644,2025-02-25
Ahmedabad,T-Shirt,98.0,17426,1707748,2025-08-20
Jaipur,Laptop,477.0,46881,22362237,2025-12-24
Lucknow,Speaker,188.0,84899,15961012,2025-01-08
Surat,Jeans,425.0,9119,3875575,2025-01-01
Pune,Watch,491.0,89306,43849246,2025-10-07
Hyderabad,Jeans,370.0,2099,776630,2025-04-23
Mysuru,Camera,61.0,893,54473,2025-05-12
Delhi,Laptop,450.0,28616,12877200,2025-07-02
Jaipur,Camera,358.0,37752,13515216,2025-02-03
Jaipur,Watch,321.0,80903,25969863,2025-02-08
Surat,Backpack,451.0,81158,36602258,2025-10-06
Jaipur,Backpack,178.0,98809,17588002,2025-04-12
Surat,Camera,175.0,19703,3448025,2025-01-12
Pune,Smartphone,18.0,8275,148950,2025-07-16
Lucknow,Camera,7.0,84926,594482,2025-01-13
Lucknow,Keyboard,483.0,72261,34902063,2025-01-03
Jaipur,Keyboard,368.0,58071,21370128,2025-08-09
Bengaluru,Jeans,357.0,32171,11485047,2025-08-17
Hyderabad,T-Shirt,349.0,16924,5906476,2025-12-07
Surat,Shoes,292.0,38376,11205792,2025-05-19
Bhopal,Backpack,442.0,29994,13257348,2025-01-01
Pune,Mouse,235.0,49911,11729085,2025-03-11
Kolkata,Laptop,112.0,21560,2414720,2025-11-12
Kochi,Laptop,38.0,65148,2475624,2025-04-13
Kolkata,Watch,67.0,51770,3468590,2025-03-10
Mumbai,Mouse,276.0,33893,9354468,2025-03-19
Bengaluru,Speaker,96.0,87203,8371488,2025-10-23
Patna,Headphones,113.0,29509,3334517,2025-05-11
Kochi,Smartphone,36.0,2496,89856,2025-12-26
Bengaluru,Camera,21.0,84799,1780779,2025-07-27
Surat,Laptop,183.0,32518,5950794,2025-01-21
Patna,Tablet,285.0,54764,15607740,2025-09-09
Chennai,Laptop,78.0,15789,1231542,2025-02-13
Pune,Mouse,113.0,18336,2071968,2025-10-01
Hyderabad,Monitor,348.0,44345,15432060,2025-08-11
Patna,Monitor,289.0,73439,21223871,2025-09-15
Kolkata,Printer,290.0,24888,7217520,2025-02-06
Lucknow,T-Shirt,304.0,56008,17026432,2025-05-06
Pune,Laptop,119.0,31992,3807048,2025-07-22
Patna,Monitor,92.0,1610,148120,2025-12-05
Ahmedabad,Backpack,182.0,68744,12511408,2025-03-03
Hyderabad,Mouse,238.0,3732,888216,2025-12-20
Delhi,Laptop,465.0,58816,27349440,2025-02-03
Patna,Backpack,432.0,21747,9394704,2025-04-23
Patna,Tablet,4.0,24215,96860,2025-04-14
Bhopal,Headphones,51.0,85308,4350708,2025-10-24
Surat,Headphones,35.0,46712,1634920,2025-09-26
Mumbai,Tablet,294.0,64572,18984168,2025-12-01
Surat,Backpack,290.0,12881,3735490,2025-07-04
Patna,Smartphone,258.0,57716,14890728,2025-04-18
Kolkata,Backpack,282.0,72668,20492376,2025-02-24
Lucknow,Monitor,161.0,75076,12087236,2025-12-15
Bhopal,Mouse,86.0,92771,7978306,2025-12-04
Pune,Tablet,265.0,6327,1676655,2025-12-02
Patna,Jeans,174.0,31476,5476824,2025-08-18
Patna,Jeans,359.0,79650,28594350,2025-04-03
Jaipur,Keyboard,312.0,20760,6477120,2025-09-19
Ahmedabad,Monitor,89.0,67224,5982936,2025-05-11
Mysuru,Watch,444.0,7501,3330444,2025-11-04
Jaipur,Headphones,87.0,95184,8281008,2025-08-06
Bengaluru,Laptop,91.0,72746,6619886,2025-04-20
Hyderabad,Tablet,66.0,82455,5442030,2025-04-05
Surat,Headphones,31.0,33525,1039275,2025-02-09
Hyderabad,Mouse,143.0,86330,12345190,2025-04-24
Delhi,Monitor,384.0,69299,26610816,2025-12-04
Mumbai,Keyboard,499.0,47673,23788827,2025-10-20
Bhopal,Shoes,359.0,1837,659483,2025-11-05
Bhopal,Speaker,377.0,2209,832793,2025-03-02
Surat,Shoes,26.0,36806,956956,2025-12-23
Delhi,Shoes,437.0,17696,7733152,2025-03-23
Ahmedabad,Mouse,184.0,17171,3159464,2025-12-04
Chennai,Backpack,368.0,25923,9539664,2025-01-25
Patna,Headphones,258.0,12760,3292080,2025-07-11
Mysuru,Laptop,209.0,33722,7047898,2025-07-07
Bengaluru,Speaker,423.0,8028,3395844,2025-06-23
Patna,Camera,119.0,58167,6921873,2025-08-15
Kolkata,Keyboard,463.0,77119,35706097,2025-02-20
